jetsonnano/latency,1636965881.9631658,0.10803985595703125
jetsonnano/latency,1636965882.2161674,0.1087942123413086
jetsonnano/latency,1636965882.4726925,0.10820412635803223
jetsonnano/latency,1636965882.7266898,0.11403155326843262
jetsonnano/latency,1636965882.9916892,0.11321234703063965
jetsonnano/latency,1636965883.2397234,0.10882186889648438
jetsonnano/latency,1636965883.4897234,0.10732507705688477
jetsonnano/latency,1636965883.7362463,0.11315035820007324
jetsonnano/latency,1636965883.986247,0.11308813095092773
jetsonnano/latency,1636965884.2432525,0.11382627487182617
jetsonnano/latency,1636965884.4985301,0.11185860633850098
jetsonnano/latency,1636965884.7503326,0.11158108711242676
jetsonnano/latency,1636965885.0013332,0.11229348182678223
jetsonnano/latency,1636965885.249657,0.10724854469299316
jetsonnano/latency,1636965885.5033262,0.10828328132629395
jetsonnano/latency,1636965885.7596073,0.11175823211669922
jetsonnano/latency,1636965886.014894,0.11332392692565918
jetsonnano/latency,1636965886.2649076,0.10657525062561035
jetsonnano/latency,1636965886.5091681,0.10809922218322754
jetsonnano/latency,1636965886.758518,0.11015701293945312
jetsonnano/latency,1636965887.0071478,0.1102297306060791
jetsonnano/latency,1636965887.2636197,0.11214089393615723
jetsonnano/latency,1636965887.5215027,0.11156535148620605
jetsonnano/latency,1636965887.771888,0.1098318099975586
jetsonnano/latency,1636965888.0264156,0.11148405075073242
jetsonnano/latency,1636965888.2844152,0.11501121520996094
jetsonnano/latency,1636965888.5336862,0.1074066162109375
jetsonnano/latency,1636965888.7892582,0.11099672317504883
jetsonnano/latency,1636965889.040121,0.10874414443969727
jetsonnano/latency,1636965889.2953117,0.1145327091217041
jetsonnano/latency,1636965889.5853007,0.11013984680175781
jetsonnano/latency,1636965889.794304,0.10809612274169922
jetsonnano/latency,1636965890.053646,0.11366534233093262
jetsonnano/latency,1636965890.298656,0.10733652114868164
jetsonnano/latency,1636965890.5576558,0.11238360404968262
jetsonnano/latency,1636965890.8036542,0.10967278480529785
jetsonnano/latency,1636965891.0552251,0.11380529403686523
jetsonnano/latency,1636965891.3121903,0.11346960067749023
jetsonnano/latency,1636965891.595185,0.1108548641204834
jetsonnano/latency,1636965891.820219,0.10946083068847656
jetsonnano/latency,1636965892.071217,0.10914158821105957
jetsonnano/latency,1636965892.314218,0.10932183265686035
jetsonnano/latency,1636965892.5612204,0.10730457305908203
jetsonnano/latency,1636965892.813218,0.11225724220275879
jetsonnano/latency,1636965893.0642169,0.10751724243164062
jetsonnano/latency,1636965893.314219,0.11190605163574219
jetsonnano/latency,1636965893.566219,0.10780692100524902
jetsonnano/latency,1636965893.8202386,0.11106300354003906
jetsonnano/latency,1636965894.066254,0.10741972923278809
jetsonnano/latency,1636965894.3252037,0.11565136909484863
jetsonnano/latency,1636965894.5902183,0.10660481452941895
jetsonnano/latency,1636965894.8552194,0.1075735092163086
jetsonnano/latency,1636965895.0752165,0.1068110466003418
jetsonnano/latency,1636965895.325246,0.10962462425231934
jetsonnano/latency,1636965895.569577,0.10603666305541992
jetsonnano/latency,1636965895.8195002,0.11029577255249023
jetsonnano/latency,1636965896.0740604,0.11459183692932129
jetsonnano/latency,1636965896.3306673,0.1087193489074707
jetsonnano/latency,1636965896.6127157,0.11509871482849121
jetsonnano/latency,1636965896.841715,0.11123895645141602
jetsonnano/latency,1636965897.0907302,0.10896635055541992
jetsonnano/latency,1636965897.3467314,0.11721110343933105
jetsonnano/latency,1636965897.5936673,0.10984396934509277
jetsonnano/latency,1636965897.8464227,0.10965919494628906
jetsonnano/latency,1636965898.1054175,0.1156928539276123
jetsonnano/latency,1636965898.3632655,0.11217403411865234
jetsonnano/latency,1636965898.6170812,0.11052131652832031
jetsonnano/latency,1636965898.870081,0.11102437973022461
jetsonnano/latency,1636965899.1210506,0.10956120491027832
jetsonnano/latency,1636965899.3738434,0.10895180702209473
jetsonnano/latency,1636965899.6214006,0.10626006126403809
jetsonnano/latency,1636965899.8779404,0.1133124828338623
jetsonnano/latency,1636965900.1231802,0.1032721996307373
jetsonnano/latency,1636965900.3846233,0.11459136009216309
jetsonnano/latency,1636965900.6436214,0.10459542274475098
jetsonnano/latency,1636965900.8861403,0.11154913902282715
jetsonnano/latency,1636965901.1401374,0.10663104057312012
jetsonnano/latency,1636965901.3831377,0.11172795295715332
jetsonnano/latency,1636965901.6354215,0.10776877403259277
jetsonnano/latency,1636965901.8912442,0.11120915412902832
jetsonnano/latency,1636965902.1445029,0.11020922660827637
jetsonnano/latency,1636965902.4030201,0.11350679397583008
jetsonnano/latency,1636965902.6495638,0.10549116134643555
